score_metric draw_metric position_metric var_pow draw_pow 
638.529642508 1.38310472892 8.0 1.11388512474 0.501333798323 
639.457161437 3.23672123322 8.0 1.08819015123 0.494358644678 
643.119744311 2.40491615605 8.0 1.10502330943 0.500925626001 
643.127720047 3.58981018381 8.0 1.12967607412 0.478729057084 
645.261827757 3.25311794266 8.0 1.07688330184 0.457280852026 
645.753865962 7.87712503509 6.0 1.08819452492 0.527865092319 
646.876438854 14.1182099019 8.0 1.03462659683 0.539499914188 
647.905509912 4.45462936054 10.0 1.0334321824 0.487550355113 
649.003097 9.61398820573 10.0 1.07769395588 0.536101991193 
649.42170644 10.1061635767 6.0 1.07421021964 0.532925171449 
649.555571218 3.66071404054 8.0 1.04021132383 0.446812407936 
649.639033373 4.50321625596 2.0 1.08658671727 0.457820786009 
649.964163908 5.80006298621 8.0 1.09974396049 0.521088470838 
650.77253847 0.408719890876 10.0 1.07267904047 0.47312130987 
650.984065869 4.75270579893 6.0 1.04729348069 0.437766792741 
651.158313633 10.1454989234 4.0 1.08441366547 0.535432518779 
651.336328218 0.934426030232 8.0 1.04308183497 0.46220694352 
651.382860206 3.46502488739 2.0 1.06016585401 0.453888084446 
651.464912458 0.516487946717 8.0 1.1547849787 0.503343319417 
651.582318984 15.5315235754 2.0 1.09238776077 0.573806754309 
651.983944338 10.2688251806 10.0 1.07167814528 0.534474438399 
651.987320324 1.30733606003 8.0 1.13645422815 0.513669675142 
652.314881628 8.64662919392 8.0 1.05085854931 0.421063088397 
652.429453375 6.63208147796 8.0 1.10668497133 0.53212757756 
652.560765276 10.5098026557 6.0 1.08688249411 0.426025522767 
652.803970456 4.97583822085 8.0 1.11987195738 0.463977790885 
652.886061566 2.56791171535 8.0 1.09185454399 0.465692081199 
653.167797962 2.84750481243 8.0 1.1160630027 0.508622983241 
653.426281481 2.04887597458 2.0 1.12726066398 0.50550885578 
653.760285409 4.93966984576 8.0 1.15905244614 0.538526847293 
653.995751921 6.83424339949 8.0 1.04429375834 0.506565870056 
654.007200436 3.46148663938 10.0 1.04994369922 0.490403568946 
